row_index,fold,text,true_label,predicted_label,abusive_probability
5230,3,Jus tired to tell a nicca Young Thug was gah yesterday nicca ain't believe me &#128530;,1,0,0.34
5256,3,A COMMUNIST FUCKING DICTATORSHIP! Fuck Che Guevara. And all the t-shirts with him on them and those that wear them.,1,0,0.12
5350,2,big mistake. we gotta even it out. who da fuck else is in!,1,0,0.175
5405,1,People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.,1,0,0.055
5457,2,Get the fuck over yourself fag. You're an undercover hooker and actually use weave cause you're balding. You are NOT cute.,1,0,0.305
5601,2,I hate them. So much.,1,0,0.0
5638,2,Can't stand ghetto ratchet ass mofos &#128078;&#128530;,1,0,0.165
5670,5,drawing a blank... damn! will have to watch it again now... oh well...,1,0,0.06
5686,3,@iNURSELISA @blackredsoxfan It's a nice way of callin y'all honkies,1,0,0.145
5720,3,lol... I have ass too..,1,0,0.045
5757,4,@__kiante im askin you negro lol,1,0,0.03
5767,5,@Montulos Lakers are trash,1,0,0.01
5820,1,Annnnd you're a dyke. &#9995;,1,0,0.29
5847,3,I send you a hug ma. That sucks! 08 was full of some fuck shit I'll say that.,1,0,0.23
5914,2,The fuck does a yellow cloud do?,1,0,0.085
5949,4,@SylviaObell girl that's all these hos need they don't care &#128514;,1,0,0.32
5965,5,RT @SomeoneBelow: The person below didn't get a big booty hoe.,1,0,0.085
5977,4,How&;s having like no friend&;s ?,1,0,0.02
5980,5,Haha Tanaka went Yankee. So sorry Bums!,1,0,0.025
6024,5,RT @TheDouch3: All the kickers in college football trash like y'all can't even make 20 yard field goals....u got one fucking job,1,0,0.21
6033,1,@OfficialSkaiS kill yourself ugly ass monkey looking shit,1,0,0.395
6083,4,@JBilinovich @JZolly23 @cmnw86 You guys wanna skull Fuck some clay birds this weeknd???,1,0,0.205
6116,3,RT @ScottLinnen: Saw a man in a yellow trench coat & matching fedora with an iWatch. What a Dick.,1,0,0.075
6137,5,"RT @Bidenshairplugs: Number of women denied birth control by Hobby Lobby: 0 Number of Democrat retards butthurt by the verdict: 30,000,000&#8230;",1,0,0.05
6171,3,Especially the gay cowboys. Ha ha.,1,0,0.11
6180,2,"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear",1,0,0.245
6287,2,@kristin12909 better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash,1,0,0.17
6343,3,damn that store! ~*Krystle*~,1,0,0.01
6360,3,"""Shake that Bear ... aka two rednecks having sex on a dead bear""",1,0,0.09
6436,3,"The funny thing is the daughter never got kicked out on her one night stand, I didn't have the courage to tell her, her mom an official hoe",1,0,0.39
6463,3,some retarded oracle peoplesoft login thing keeps coming up on my enrolment cart page and i don't know what the fuck is going on!,1,0,0.24
6464,3,Lmaooooo im outta here RT @da_1eye_creep Bobby Shmurda looks like a negro league player http://t.co/SngyNAGULC,1,0,0.06
6492,2,You're still alive? Well damn I just lost a bet.,1,0,0.03
6496,1,Did u now tht ur ugli,1,0,0.195
6541,2,lmao that sucks.,1,0,0.313464975117439
6543,3,faka... update your twitter you fucking homo sapien.,1,0,0.14
6581,1,jacob sucks i hate the werewolves im with the vampires GRR,1,0,0.03
6691,5,i really want an xbone now and if you said i would say this a week ago i would call you a super retard,1,0,0.18
6708,1,damn it.,1,0,0.02
6766,1,People who never use any hair product are unkept white trash douche bags.,1,0,0.305
6792,3,"@CDNBallJunkie I jus wanna let you know OKC trash, IBAKA ain't shit, y'all ain't goin nowhere without Harden",1,0,0.43
6902,4,"@mikecheck_123 try this one Mikey, none of that hick shit...http://youtu.be/Thls_tMuFkc",1,0,0.355
6910,1,&#8220;@_honeysays: My phone charging backwards &#128533;&#8221; retarded,1,0,0.42
6920,3,@petie_martin...shondor shabbos that's what...shut the fuck up donnie,1,0,0.025
6939,1,of course @bapper is cold..he eats picked radishes all winter..if he had some whale meat he'd be fine..,1,0,0.05
6997,4,I've noticed he can't spell much beyond NOM and BARK ... sucks for him there's only one K and two Bs in Scrabble.,1,0,0.035
7047,3,hello mr gay fuck,1,0,0.2793704555341495
7070,5,social network whore!,1,0,0.025
7088,5,My sound is being persnickety so I can't catch up on the vlog until I reboot which I'm too damn lazy to do now. But tomorrow...,1,0,0.02
7113,4,You are a jiggaboo...!,1,0,0.135
7141,1,Man I just watched that 50 shades of gay trailer and that shit looked like the wackest movie of all time. Y'all be hyping up trash on here,1,0,0.165
7142,5,"RT @OGTREEZ: Steve found out you can't call Taiquaniesha a ""stupid fuckin cunt"" like you can w Becky http://t.co/3A5qGki97B",1,0,0.49
7154,1,The pig of shame? Lol! Is that like the aardvark of discontent?,1,0,0.03
7201,3,@design_doll Cock and bull,1,0,0.09
7310,1,"@GeneTNBARockBox Says the old man :( I hope you can survive another 10 years, you silly Jigga boo monkey",1,0,0.275
7398,1,Up too early the damn birds are still chirping smh.,1,0,0.025
7472,3,RT @JimmyCollinsss: @WesOrrJames all love my nig,1,0,0.32
7488,4,&#191;Como se llama el ni&#241;o m&#225;s delgado de Jap&#243;n? Yocomo Poko &#164;&#176;&#164;&#176; gino &#176;&#164;&#176;&#164;,1,0,0.09
7501,5,cuz montana sucks?,1,0,0.035
7509,3,Some movies are made to facilitate dudes to pick girls up. Think out side the box lil nigguh,1,0,0.49
7595,3,RT @twayne1010: Charles Manson's fiancee will have a difficult time planning their honeymoon. Charlie can't surf.,1,0,0.04
7600,5,holy fuck.,1,0,0.19758400446609492
7618,3,A lotta u niccas ain't who u say u is!,1,0,0.385
7709,5,Jai may make an appearance at the party... love that fag,1,0,0.385
7747,2,sorry you have no cred. Two words: pig ears,1,0,0.01
7777,5,"They wouldn't let me use my old picture cause my hair was flawless&#128129;. The woman at the front desk said I wouldn't have to retake, hatin' hoes",1,0,0.39
7809,1,"Good even-ink, honkies!",1,0,0.01
7839,5,LMAO!! I seen that that dude was mad angry... then got his ass beat,1,0,0.06
7842,5,it totally sucks!!! i had to call the stores with the fraudulent charges filed a police report sign a notarized affidavit,1,0,0.01
7856,5,"I liked a @YouTube video http://t.co/oDnPOpL2oF Conor McGregor trash talking Chad Mendes: ""I can rest my balls on your forehead""",1,0,0.045
7863,1,RT @NotoriousSulo: This dyke is grabbing a handful of imagination http://t.co/JfO4ECzmUl,1,0,0.27
7899,2,&#128072;never been a coon grew up with bokoo coons tho but never was 1 I did some coon shit tho,1,0,0.335
7942,4,and the beamer was underwhelming. had all kinds of issues with the on-board computer. nothing major. just enought to piss me off,1,0,0.025
7999,2,i hate this this sucks butthole im so mad im pissed i told that person not to tell,1,0,0.015
8018,2,will do when i get home only time i heard it was warped though fuck life!,1,0,0.065
8071,3,"i'm glad someone is teaching that 3-year-old how to ""slap dat ass"" :)",1,0,0.085
8108,4,Not really. Atlantis was okay. Old Star Gate on now. Was about to watch Numbers. Might do Sudoku instead unless u ready u fuck :),1,0,0.095
8132,2,Pah. Loser. ;) Haahaha. Well done fella. Very interested to chat to you about it sometime!,1,0,0.005
8165,4,Like real shit dude da closest nicca I done seen to AI,1,0,0.495
8275,2,"HOT ISIS SOCIAL MEDIA PHOTO: Laughing Jihadis Get Baby To Kick Severed Head &#8211; ***warning, graphic*** http://t.co/7Zr8daxNg4 #tcot #pjnet",1,0,0.005
8302,5,"RT @Ke2yourheart: I don't play about the monkey, you have to earn this shit&#128564;",1,0,0.335
8337,2,"""You don't like us colored folks, what the he'll you're not colored you white fucks"" &#128514;&#128514;&#128514;&#128514;",1,0,0.385
8371,4,Arsclan would freak on u. Tower Def. is build series of midieval like towers (upgradable) near a pathway of continual attacks.,1,0,0.05
8398,2,Called in gay? LMAO!,1,0,0.195
8521,5,Tired of these butthurt @samsung commercials. Ya phones trash b.. We don't want em,1,0,0.145
8534,1,@quilzel That's how rednecks eRecycle. http://t.co/6LRXIqSi8B,1,0,0.065
8605,3,And by no one I assume you are including me...damn.,1,0,0.025
8608,5,You know people ghetto when they leave the plastic shit on their TVs,1,0,0.315
8617,3,jesus christ youre a fucking retard if you believe in Mercurian retrograde affecting your life,1,0,0.395
8663,5,but i want your hairy ass then after i lick it i can fuck it you know you want it,1,0,0.07
8695,3,Follow a nicca on IG: im_yung_jay,1,0,0.49
8701,5,@LeonBaptist idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?,1,0,0.01
8712,1,Delete this! Lmao RT @SedSince81: bruno mars and el debarge both cop blow from the same nicca....but don't mind me tho,1,0,0.185
8731,3,and most of them are ugly and fat..lol,1,0,0.26
8844,4,The South is full of white trash. The Midwest is full of white trash. The West Coast if full of white trash.,1,0,0.405
8855,2,Just had a big ass waffle breakfast and am catching up on games from 08,1,0,0.055
8858,3,I was trying 2 use it the other day also & had the hardest time. I said fuck it &just called the person. It wasn't working.,1,0,0.01
8928,1,Hey aujala r,1,0,0.085
8938,5,RT @PRAYINGFORHEAD: tyga used to be good before he got into this swag fag shit,1,0,0.385
8954,2,ohlala dago ktny tmpt nongkrong gay :D,1,0,0.245
8967,2,That really sucks.,1,0,0.0397709233169761
8972,2,LOOK @ UR TEXTS OR I'M GONNA FREAK OUT @ U!!!,1,0,0.015
9002,2,EDA!! The 2 queers at AA! lol @Vbomb20 @GDuenez http://t.co/GzzrZjvVlV,1,0,0.05
9138,3,"RT @kreptplaydirty: Jammer just said to me he thought ""mustard on the beat ho"" was saying ""Abdullah on the beat"" this whole time LOOOOOOOL",1,0,0.05
9257,3,Well at least a swift kick in the ass. But yeah I take issue with some of these retarded names parents give their kids.,1,0,0.26
9269,5,RT @JEN_JEN_2014: My old man has a white galaxy phone cuz he's a fag.,1,0,0.325
9313,1,@JoeBiden is such a retard! &#8220;@irritatedwoman: Biden Calls Himself &#8216;White Boy&#8217; in Meeting With Black Pastors http://t.co/bqx1IEv0wD&#8221;,1,0,0.215
9315,3,RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all,1,0,0.205
9414,2,totally loved Odo. But the Ferengi make my skin crawl. out of all the species they're the ones i hate the most. yuck!,1,0,0.02
9477,4,Clan of retards...,1,0,0.39
9483,3,1) it depends on how u come at me. 2) if my 1st impression of you sucks I prob won't be so warm & bubbly. I'm mean though.,1,0,0.025
9486,1,It makes me sad knowing this queers won't be down the street anymore. @TheOneMiss_Luu @OliviaLuu3 #SadTweet,1,0,0.045
9488,4,I'm not a ho like you. Your body count probably is close to 100,1,0,0.07
9519,5,RT @dak_whi: @KaeWhy270 people are forgetting that the logic behind the Purge is retarded haha,1,0,0.265
9548,4,"It's time to mock ""Halftime in America."" How 'bout ""Wake up America,"" we have radical leftists running the country. http://t.co/9Eyi0K8w",1,0,0.035
9570,3,yuu kno yuu so lame? ndd yuu caint tlkk to that muchh qurls hav yuu seen yurselff hahahahahah noooo,1,0,0.005
9572,3,Hey Okrah... Just wake up already. You already know Bammy and Moochie are in it for the commies. Stop with the racist whitey hate crap.,1,0,0.08
9587,3,@TheChicagoBaker @stopbeingfamous @RaniaKhalek do birds have a 72% out of wedlock rate? is it white fathers that are running away?,1,0,0.07
9622,3,...If you want to go back to Idaho so bad why dont you??? ... Texas doesnt want you here anymore than you want to be soo .. just leave!!!,1,0,0.0
9725,2,I listen to a lot of really weird music and I hate most of what's on the radio so it's not really for me.,1,0,0.005
9755,4,"Ladies, do y'all shave/wax before visiting ur OBGYN or let it grow out @ because u don't wanna seem like a hoe?",1,0,0.5
9759,1,"RT @Lonely_Dad: and if you ain't a ho, get up out my trap house",1,0,0.255
9769,1,haha i don't really like walmart that much either. hmm yeah that sucks :( hope you find one,1,0,0.045
9792,5,Guess there wont be much skidding then. As is said hope you're on the ground floor or everyone will hate Green Grass and High Tides.,1,0,0.005
9795,2,"""Used to have a girlfriend, now all I got is hoes.. I was lookin for a good girl, but she was fuckin on the low.""",1,0,0.49
9838,5,ironic - I normally hate plastic 4 environmental reasons- this time it actually saved some of the patterns from the wet grass,1,0,0.01
9846,5,&#8220;@Mojo4Life_: We'll I'm going to sleep &#128530;&#8221; fag,1,0,0.42
9900,3,"Why yes, functioning tho RT @blaaksuedepumps: Are you retarded?",1,0,0.48
9907,5,@RuizMaria15 you let me know then lol I'll go over and kill all them hoes,1,0,0.46
9908,4,"""It's the dykes"" -hunter dyke with a dyke http://t.co/LGtw3AWMeh",1,0,0.31
9909,1,LOL - nah that's just what we tell the loser guests that we usually toss down in the newsroom!! oh wait...,1,0,0.03
10029,2,well shit then I know I'll catch on ... who the fuck wouldn't be interested in what I have to say.. LOL!,1,0,0.205
10040,1,@steveeearley @TheChaseUSA @MarkLabbett That cracker as big as he looks on TV?,1,0,0.12
10132,1,@dani_crocker There was also no need for her to be a cunt and act like she's something special. It wasn't unprovoked.,1,0,0.465
10134,1,"I didn't know my nig G-Eazy had reached a million views on one of his songs, haha that's crazy",1,0,0.245
10163,1,@MakEitSndGoOd @Fewjr we block us then and see what happens. You think we on ya high yellow ass now. Just watch,1,0,0.055
10188,4,Why do you kombat when I have to leave the computer!! DAMN YOU!!!,1,0,0.0
