row_index,fold,text,true_label,predicted_label,abusive_probability
1693,4,yeah. time zones are a bitch.,0,1,0.82
1730,2,Tough love is key. Though I'd never do that to my brother because he has done so much for me but she sounds like a bitch.,0,1,0.545
1897,5,lucky bitch. i'm jealous. =D WE SEE HIM NEXT WEEK! OH YES. MARRY ME?,0,1,0.735
1932,4,whoa you said cunt.. that kinda turned me on ;),0,1,0.53
1983,4,"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is",0,1,0.53
2008,4,I'm sorry i got u all involved I can't wait to see Vick's cry tonight I'm even skippin a party to see this bitch.,0,1,0.68
2009,4,lmfaoooooo. JEALOUS bitches make me sick!(; so nicoo ahaah what th fxck is up! :D,0,1,0.655
2079,2,happy birthday bitch!,0,1,0.63
2200,2,Nigga when you see me in the streets it's going down! chitty chitty bang bang bitch ass nigga,0,1,0.885
2209,5,BITCH GET ONLINE I FOUND CUTE SHOES,0,1,0.605
2210,3,thanks I'm terrified of exams. Yeah my hairs a bitch to do tbh takes like an hour and a half to straighten.,0,1,0.575
2364,3,Sydney on this hoe asking unhelpful ass questions,0,1,0.525
2406,2,Let me know if you get any takers. Mine is nasty too. We're talking three years of pop tarts up in this bitch.,0,1,0.64
2480,3,"RT @tokmetzis: Dreigdwergen, haatsmurfen en de Roze Khmer: hoe Twitter een slagveld werd https://t.co/lhVKkkHQDF via @decorrespondent",0,1,0.585
2490,3,will most likely be huddling & bitching about cold also - you'd think after 30something years i'd be used to it. hate. cold.,0,1,0.505
2548,3,Make sure you update that OS. Luck bitch. T-Mo gets the gasface with their lack of a new BlackBerry,0,1,0.74
2554,4,wow. that sucks.,0,1,0.675
2584,4,"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",0,1,0.715
2682,3,adangta kan jadi bitch ane. enough taa. aku marah ne *buat muka mrh* esh,0,1,0.835
2743,3,@patrickkimmis @White1979 Remember Dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown,0,1,0.64
2872,1,I would have done the same but been a bitch about it lol,0,1,0.65
2890,1,Log off nigger RT @PoloKingBC: #relationshipgoals http://t.co/Ge9koImYGj,0,1,0.725
2969,4,RT @BigmackNigga: Smoking isnt a game you could get killed monkey see monkey Dooo don't smoke if your not a smoker y'all are the reason ...,0,1,0.535
2974,3,Mine has been private for the last few days. You want to follow me-go for it. Me a lying cunt? Whatever.,0,1,0.54
2997,1,yeah he's gettin whiny...and her dads gf is about to get popped in the mouth! can't stand that bitch!,0,1,0.705
3040,1,RT @InToneTheyLust_: These hoes don't give a really if you got a girl or not,0,1,0.59
3042,2,I'm actually finishing cutting out all artificial sweeteners / diet soda for New Years. I'm going to be one. cranky. bitch.,0,1,0.635
3053,1,RT @cenopant: (she)s bro(was)ken bec(a)use s(side)he beli(hoe)ved,0,1,0.775
3158,1,"Lol @ ""active"" RT @SherinaVictoria: Idgaf about an active hoe as long as she's not really my man. need to learn how to mind your business.",0,1,0.605
3224,3,WTF FUCKING BITCH NEEDS TO BAN THE WHOLE FUCKING SITE THEN,0,1,0.83
3292,4,what would you do if you were wading through a river and all of a sudden a fish jumped out of the water and puked on your shoulder and then called you a fucking bitch?,0,1,0.58
3384,3,The damn bitches at best buy took my damn laptop,0,1,0.825
3461,3,bitch i am an eagle scout i will cut you and then perform rudimentary but effective first aid on you,0,1,0.55
3548,3,Bitch ur crazy! Hahah mean I like mcr as much as the next guy but ur making death threats to bob If he doesnt anwser you.,0,1,0.52
3575,2,Now I ask ya would you give a fuck what kind of pants the son-of-a-bitch who shot you was wearing?,0,1,0.825
3623,2,"haaa its all qud sorry abouht the ""hoe"" thinq iwas mad lol",0,1,0.745
3667,5,Or she just cant afford winter clothes RT @da_1eye_creep Summer hoe = winter Muslimah,0,1,0.605
3773,3,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;,0,1,0.945
3789,3,Yayyyy! Damn irish bitch! Congratulations!,0,1,0.865
3830,3,do not bitch about the temperatures while I'm up in the freezing tundra of the north or I'll slap yer pregnant ass love.,0,1,0.635
3879,4,did it really? i fucked that bitch up!,0,1,0.715
3945,4,kcs got a nice body but shes insane. taryns got a nice rack but shes a bitch.,0,1,0.67
3973,3,its called Motivator nice almost feel like it should reach out and bitch slap me if I'm not getting on with things,0,1,0.56
3987,4,I dont much like bitch either.,0,1,0.865
4054,1,O BITCH PLZZZ ITSAH HAIRFLIP.,0,1,0.92
4157,1,Niccas get a few dollars and start playing these roles tryna stuff on yo niccas instead of playing these hoes &#128530;&#128530;,0,1,0.515
4272,5,Don't hide that pussy from yourself. Bust that kegel nut.,0,1,0.835
4355,5,Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;,0,1,0.665
4362,5,anytime love. hey how was that exam! i just remembered. and lol aint that a bitch re: liking people. it never seems to work right,0,1,0.745
4397,3,@TheShoeBible @Steamed_Greens Them hoes are clean!,0,1,0.725
4411,3,Managing Group Politics With A Bitch http://tinyurl.com/axmzxe,0,1,0.76
4571,3,1-800-slap-a-hoe,0,1,0.815
4625,1,parking sucks at that one someone check out if the dt one is even cluck u its prolly faggoteaters now too,0,1,0.62
4685,2,you son of a bitch wanting consistency and relaxed limits!,0,1,0.875
4761,2,The Wayans bros is the most retarded show ever.,0,1,0.54
4775,4,@CallNeeshCakey we in this bitch finna get crunk eyebrows on double PAPP &#128165;&#128165;,0,1,0.88
4778,2,okay cool. I can help you guys this weekend. Those routers are a bitch to get working some times.,0,1,0.72
4899,4,"i got you your ""i &lt;3 fat bitches"" shirt. got one for matt and a ""i &lt;3 fat blunts"" shirt as well. Joe is around? or he in LA?",0,1,0.875
4982,5,its not just that Corinne is a bitch she's proud of herself being a bitch and happy that people boo her - what a psycho,0,1,0.705
5026,2,"I hate drinking by myself. Everyone's so really boring now. really you guys, I'll be fun by myself pussies &#9996;&#65039;",0,1,0.575
5040,1,You wanna find hoes on here? Just follow the chicks who reply with heart eyes under sex gifs,0,1,0.64
5064,3,GOOD. YOU'RE FLOODING MY INBOX LIKE THE CEDAR RIVER IN JUNE. BITCH I DON'T KNOW YOUR LIFE.,0,1,0.86
5111,5,thanks hun i made it to cerritos in some alright timing...wow LA traffic is a mother of a bitch and im being nice...,0,1,0.605
5159,3,bitch gash thrash,0,1,0.74
5181,4,no I haven't tasted my own pussy. I don't bend that way.,0,1,0.665
5227,3,Oh what a spoil sport. Too pussy to go out in the cold to take a video.,0,1,0.77
5292,2,damn L me got the boot...but thank jesus lord no pussy rips for you anytime soon...just more passion fruit and DR scholng,0,1,0.65
5338,5,Yea...until then I'll have to settle for being some ad blogger who has nothing better to do than bitch about advertising;),0,1,0.655
5370,5,why is his best friend such a bitch? the hell is his problem?,0,1,0.8
5379,2,RT @Jakelewis44_: We don't luv deez hoes&#128527; http://t.co/oFjlxAO5SF,0,1,0.565
5499,1,I'm sure she can do some new headshots for you... Although you are neither a bride nor a bitch.,0,1,0.65
5536,1,I'm sorry you get these....awful ! You can bitch to me anytime you have on kk.,0,1,0.765
5545,2,YOU WANNA THROW DOWN BITCH? I can not update my blog better than you can not update your blog any day.,0,1,0.68
5549,3,RT @OhLawdItsNiesha: That hoe ain't stuff,0,1,0.665
5568,5,RT @MobJoe: Word. And it don't make u a hoe RT @100granHman: It's okay to have sex on first date long as the feeling is mutual,0,1,0.61
5576,3,omg omg omg I am SO happy to see you on here! We're gonna have some fucking kickass fun. Fasten your seatbelt pussycat.,0,1,0.57
5667,3,glad to hear you got comments and not just DM's. I love to hear people work it out not bitch and hide ;),0,1,0.66
5709,3,imma be as nice as possible alrite. talisa how the fuck do I kno? do I watch da disney channel' ? uhh. . noo nigga lol,0,1,0.645
5998,1,Am I a bitch because I'm not sad at all that it's over?,0,1,0.73
6015,2,I would have wanted a cake with a big old file in that bitch... Break me the eff out!!!,0,1,0.795
6076,3,I've made myself achingly sore playing mario anything on the wii. lol LOVE that game. Rainbow Road is a bitch. :D,0,1,0.705
6194,3,Oooh oooh oooh and I wanted to see a good bitch slap too. Altho I that does go against my pacifist ways...what a conundrum,0,1,0.675
6231,1,Then my dad would either bitch or just leave the torrents running 24/7. Besides I'm too cheap to buy a DD-WRT / tomato router. :(,0,1,0.765
6238,1,Alexis Is A Bitch Whorer Hahha Jk Alexis I Love You r Its Anthony.Formspring&;s Being A Doucher So I Cant Login In:D,0,1,0.78
6315,3,what's with the lack of internet? is it comcast? are they being a bitch?,0,1,0.64
6338,2,- You KNOW she doesn't. She BARELY looks hapa. But LOL @ that one bitch from the one show.,0,1,0.685
6372,2,poor thing. at least you got in okay. And you didnt have to sit next to a psycho bitch for 2 hours.,0,1,0.61
6389,5,i was jus on this bitch like 4 hours ago before i was to go to sleep...fucking body clock!,0,1,0.81
6425,1,that is very un-PC you chalky ass nigga lol,0,1,0.765
6519,2,I don't think he's stupid so I'll just assume he's a disingenuous cunt instead,0,1,0.585
6523,3,I nominate @avflox for the #cunt award becase it just makes sense.,0,1,0.59
6534,3,"Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water",0,1,0.59
6573,1,Happy Fucking Birthday my Bitch! Love you!,0,1,0.71
6579,3,that wat u get for sayin u wasn't impressed lmao. The parkin tickets a bitch though,0,1,0.595
6675,1,unhelpful and ain't got hoes #ShmediumProblems,0,1,0.54
6714,3,RT @StonerBoii2cold: &#8220;@TreVaughnLG: Moma said no pussy cats inside my dog house&#8221; that's what got bro nem locked inside the dog pound !!,0,1,0.58
6797,2,HOE-ISHNESS! lol um prob. stupid bitches and SIN! i just sinned!Opppzz,0,1,0.865
6968,2,well damn dats wild...niggaz aint shit ugh,0,1,0.595
7151,3,That's good. It's a bitch to start a computer/laptop from scratch. Music isn't too bad.Do you know what happened to your mac,0,1,0.625
7168,2,Sugar was too much of a bitch. The old man deserved it.,0,1,0.765
7172,3,will have 0the radio on Monday 4 all ur favorite Xmas tunes! paybks r a bitch and so am i. *Kate Souter*,0,1,0.64
7173,2,bitch. I WAS A PRETTY GIRL!!!!!!!!!!!!!!!,0,1,0.685
7176,4,well idk if that will even do any good.can u stop by here?PLEASE?!!oh he'll reply to d/a's that bitch but not to me?...,0,1,0.735
7337,4,I was glad anyway. Bitch was was blocking my hustle. Now hoes sit back seat. MOB and that no bullshit till the grave,0,1,0.735
7342,3,Ha! If I were your neighbor you'd be tweeting about that bitch next door with the loud music. Admit it.,0,1,0.795
7460,1,"RT @Faaz71: #Taakstraf in herkenbaar hesje in je eigen buurt. Pleit er al jaren voor. Weet hoe bevreesd ik er ooit voor was, da'k er te wer&#8230;",0,1,0.525
7531,4,Should We ask Pussy Galore? ;),0,1,0.74
7568,1,What does sex smell like? My bro said like pussy lol,0,1,0.775
7578,3,Yuh myk a hoe orgasm! Oaaa hot as fukk. Ppl tellen me i look lyk khlou00e8 kardashian n ma boobs iz a 38C to D (: if dhats what yuh want to have den im here.,0,1,0.635
7589,2,Fuck. So much pressure. But as good as Swingers is... He was a fucking pussy with his girlfriend. So I have to go with Made.,0,1,0.69
7620,4,lol nigga you think u can rap?,0,1,0.75
7642,4,how many tests do you need you sick son of a bitch?!,0,1,0.585
7821,2,@danram70 pussy. It's science. Donaire via Rachel spelling error,0,1,0.855
7843,2,congratz! i heart unapologetic sexy ass ghetto fabulous bitches!,0,1,0.85
7908,1,you do have a problem. What did u get bitch?,0,1,0.64
8002,1,"Daniel, there's no cow tipping and hoe downs in Jackson... This city living lol",0,1,0.64
8167,4,"dude Stef says ""he is the biggest pussy on Christmas eve ever""",0,1,0.785
8211,3,and yea of course thats fine.....and hamels is a bitch..i dont pay attention to any phillies player anyway,0,1,0.525
8231,5,"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)",0,1,0.575
8239,1,bitch its 10:40.,0,1,0.78
8248,5,yeah that seems like he got some bitch in him somewhere or he could be brainwashed. I got a forum right now thats going in on BEY,0,1,0.85
8250,4,@HaseenaBakhtali @steen020 @madraq Altyd zo geweest hoe vaak men ook zegt:dit nooit meer!LozeWoorden.PuntjeBijPaaltje vertonen z dierngedrag,0,1,0.52
8258,5,Ruby is not ugly #bunga bunga,0,1,0.515
8264,1,it's all about a heightened sense of self worth...if we did nothing but simple bullshit tasks all day what would we bitch about,0,1,0.775
8363,3,@JustDoItSlow &#128530;FOREVER 21 hoes,0,1,0.635
8423,3,I feel more beached whale than blessed. This pregnancy thing is a bitch!,0,1,0.655
8449,3,"@DivaMonRoe2uHoE @CheefPolo hoe hoe hoe, merry Christmas",0,1,0.825
8522,5,Switch Bitch is one of my Faves... what came first surrealism or drugs? (Roald Dahl),0,1,0.61
8613,1,RT @SeQuoia_Gabris: &#8220;@UeonoYungJumbo: @SeQuoia_Gabris yeah hoe!&#8221; But the babies are innocent lol so Gabriella still got her sister a birthd&#8230;,0,1,0.58
8627,1,Pussy Galore at your service James 0007!,0,1,0.545
8653,1,@sandraknits cece is a bitch. she never wanted them to be together!,0,1,0.665
8681,4,Drita is that nicca! Lmao,0,1,0.515
8699,3,"...what bitch...we have too be ready for ""Spring"" or watever",0,1,0.73
8711,1,a day like that'll make anyone a bitch though. -KayCee,0,1,0.625
8721,3,Thank god! I hope they give that lying bitch the chair.,0,1,0.695
8735,2,UGH I do too. White decks are a bitch to play against. All the circles of poncey protection. I play black red or green or a combo,0,1,0.655
8779,2,FUCK YEAH.,0,1,0.655
8896,4,LOL - actually after having my bitch fit I think it could be Mozillla Thunderbird thats is causing the problem!,0,1,0.53
8904,1,tell your mom that i wear this poncho because she's being a BITCH! Or don't.,0,1,0.66
8975,3,it's 60 degrees out here 2day..2days ago it was 20..global warmings a bitch.. Lol,0,1,0.825
8990,3,i only buy magazines at the airport- i love bitch and bust too.,0,1,0.78
9049,1,you need to come visit bitch. i'm only 30 mts.,0,1,0.73
9096,4,I was a Firefox addict but then FF3 started to crash on my Vista machine at work like a bitch so I decided to abandon it....,0,1,0.68
9441,3,They're rioting at a college level! Did you see the pool? THEY FLIPPED THE BITCH!,0,1,0.64
9526,1,Gone & paint that bitch's ceiling & then try 2 figure out how 2 tie these damn records 2getha.,0,1,0.7
9550,3,I heard the same thing about eating pussy. I heard a mouth full of now and latters makes the pussy taste better!,0,1,0.825
9568,4,omg i wish....the bitch is kocker up as is lol,0,1,0.805
9748,3,parking was a bitch around 2pm!!!,0,1,0.75
9785,2,"RT @Ayyee_Vonte: Why do people have A Problem with Gay People? Know what, really it... I Got A Problem with you Straight hoes! Now what?",0,1,0.54
9793,1,&#8220;@fatbellybella: I know u didnt hit that jigga with my fav purse. .. @solangeknowles&#8221;--no chill! &#128514;&#128514;,0,1,0.505
9811,3,fight camilla then bitch!,0,1,0.885
9891,5,Thank god. Don't pussy out on us,0,1,0.84
9966,1,You'll get a million replies so here is Japanese dirty words: Manko(pussy) Koshinukei(chicken) Teme(bastard/bitch),0,1,0.815
9976,2,still snowing like a bitch here in Tijeras.,0,1,0.85
10003,4,holy shit Ninel sighting that stiff bitch is kicking ass covering for a broken windmill blade,0,1,0.785
10129,2,RT @iDntWearCondoms: If u acted like a hoe after we broke up I'm not wrong for thinking u were a hoe all along,0,1,0.685
10180,1,not really just want to bitch i could never get to piss at the kid.,0,1,0.765
10207,1,I nominate @memorieskillme in category #humor because this bitch makes me laugh!,0,1,0.83
10357,2,but is it colder than penguin pussy?,0,1,0.69
10401,3,Talking stuff like a hoe about huh so like a man ima murk you wen I see you,0,1,0.62
10404,1,what the flying fuck? How the fuck do you reply to this shit. Testing bitch ass cunt test.,0,1,0.765
10450,2,Were you really making fun of my boy haircut? Now you only wish yours was as good as mine - karma's a bitch boy! Bzzz OOPS!,0,1,0.69
10465,5,Yer a fackin pussy.,0,1,0.815
10622,4,I'm jus a trill nicca mane,0,1,0.625
10639,3,she ain't a bitch I'm just pretty awesome,0,1,0.83
10717,5,I think u left your manhood downstairs with your testicles. PUSSY!,0,1,0.785
10730,4,my anniversary's tomorrow. I've BEEN that same crazy bitch for 5 yrs tomorrow lol.,0,1,0.735
10746,5,It's a bitch and a half but worth it.,0,1,0.72
10762,5,cause cleaning is such a bitch.,0,1,0.88
10796,2,a prissy bitch u r? Haha...i hope 2 hear the occurance that goes along with this statement.,0,1,0.705
10808,1,"RT @BARRYCLERJUSTE: Whatchu sayin hoe, YOU KNOW IM THE MAN HOE",0,1,0.64
10837,2,ill find that bitch. I been in a pissed mood all weekend I can use some1 to take my frustration out on =D,0,1,0.745
10913,3,this si true last time i had three w2's its a bitch man i feel your twitter pain,0,1,0.64
10975,1,Haha. Should we start in on pussy?,0,1,0.61
10994,4,RT @Mr_JSmart24: Its always the singles hoes who claim they aint talking or really nobody who mysteriously pop up pregnant,0,1,0.535
11006,4,I so do!! When I come to visit we shalll. Woohoo! I cannot wait. =)) Love you bitch!!,0,1,0.69
11057,1,ah lucky! i heard america's a bitch tho,0,1,0.58
11079,4,Oh you lucky bitch! I have to go out tomorrow or Saturday (ew!),0,1,0.645
11103,1,did you just call me a bitch Grunny????..... ONYD!!!!!.... LOL,0,1,0.71
11170,3,Man up pussy. NO SMOKES FOR U!!,0,1,0.915
11176,4,&#8220;@rihanna: We raided Nicki's wig closet for the summer! Bad gals just wanna have fun! http://t.co/0paNscImEw&#8221; this bitch has the a nerve smh,0,1,0.79
11209,5,I TOLD UR ASS IL BE HM 2MORW NOW GET AT ME LATER HOLLA LIT BITCH,0,1,0.785
11227,3,Pussy Cat dolls OR Paradiso Girls?,0,1,0.585
11265,3,"RT @ohmyev: it's crazy. if a female cheats, it's so wrong. she's every type of hoe there is but if a guy cheats, there's all these justific&#8230;",0,1,0.52
11297,2,oh my god. You DID steal my food baby. Poor thing. She's a bitch.,0,1,0.61
11366,2,RT @_JocelynB: Yu hoes just love to pump fake bout y'all lives on these social networks,0,1,0.695
11433,3,"Convinced a football player to change his view from ""Frisbee's a pussy sport"" to ""I want to join this team!"" with sombreros",0,1,0.815
11744,2,nice to meet u and your trilla patent leather 4.5 inch bitch pumps lol,0,1,0.72
11779,1,I'm sorry that you and your idiot friends insist on persisting in your senile psychotic rants. Truly u r a bitch.,0,1,0.625
11791,2,ya i know! lol AND big thunder mountain broke down! i only got 2 ride it once! i got a ton of bad luck. i think u stole it! bitch!,0,1,0.645
11868,1,or pussy.,0,1,0.865
11926,2,u cunt tell me u did not lyk da snow,0,1,0.59
11958,1,I've gotta admit he makes a really cute Waffle Bitch. @CaryRN I think I can even hire him out.,0,1,0.535
11984,5,GENUOIS BITCH LOL,0,1,0.855
12023,2,Life's A Bitch 09' : http://sharebee.com/c0756ec0,0,1,0.57
12083,2,I jerk all day my nigg! :DDD,0,1,0.77
12212,5,Actually that's what your here for to bitch slap the spammers for me :),0,1,0.645
12368,5,How long are they going to let the fools in #Ferguson continue? Stop pussy footin' & disperse them by WHATEVER means necessary!,0,1,0.695
12395,1,!!!!!!!!!! ya bitch u prove it,0,1,0.81
12409,3,Haha I know huh(: lol jealous bitches,0,1,0.725
12415,4,I'd love to had I the time. (of course I have time to bitch don't you?),0,1,0.555
12470,3,i do have it hoe<3,0,1,0.82
12551,4,RT @I_Be_kOoLz Food be good...except that rice they cook that bitch on Monday for the week + Tootsies?,0,1,0.7
12559,5,this kitchen is qa bitch thus far and night,0,1,0.725
12583,3,is the Black Bitch anywhere near Clever Dick's? http://tinyurl.com/axf82t,0,1,0.755
12673,3,no. I won't rape Aidan. And you are a bitch. And I'm done talking for now. I have some one else I want to talk to :),0,1,0.76
12779,3,Why won't we run the ball? Our offensive coordinator is retarded,0,1,0.535
13026,3,I'm taking a redo: What has two thumbs and a 4.0 GPA this semester? THIS BITCH RIGHT HERE!! *gesticulates towards self with thumbs*,0,1,0.755
13061,2,Idk hoe get cha own cup of blackberry with a hint of lemon ice tea. Dayumm! hahah JK Brooke?,0,1,0.625
13125,2,my bitch of a sister sold ours. I had like every fuckin game. :-(,0,1,0.775
13188,1,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",0,1,0.7
13231,2,Yes they do. And those vehicles cost a small fortune in gas are a *bitch* to park in Manhattan and not a tenth as much fun. :),0,1,0.64
13246,3,spilled coffee ALL OVER ME. Bitch.,0,1,0.855
13289,5,YOU TELL THAT BITCH SNOWSTORM NOTHING AIN'T GONNA GET YOU DOWN!,0,1,0.84
13402,5,if he calls tell him to stop being a total bitch get off his high horse and loan me some money,0,1,0.84
13420,5,yea tell all your crackhead faggot whore friends. I am charging for entertainment,0,1,0.875
13452,1,Bruhhhh hoes ass laws had to really up the fun &#128532;&#128532;,0,1,0.53
13488,2,No crab? Don't be a bitch. Twitter party indeed,0,1,0.89
13529,4,"nah but i read the spook who sat by the door and im pretty sure someone used clips from that. maybe com on ""the bitch in yoo""",0,1,0.73
13559,1,RT @D_Sidbury_: &#8220;@lookwhogotit: All of Kate Upton's leaked nudes today & more &#128525; &#11015;&#65039; http://t.co/BW7ldA56mI http://t.co/sWztntfdGn&#8221; bitch lo&#8230;,0,1,0.755
13566,1,"@KillaHills ""Diva's"" don't dance all they do is bitch......lol. Now that was wrong and funny all in one.",0,1,0.77
13623,4,well some bitch..,0,1,0.9
13649,3,a nigga still sore as hell.... fuck the gym lol.... ima go and work that shit out today tho...,0,1,0.66
13709,1,gimme their twitter and I'll bitch them out! you should get a discount :),0,1,0.75
13801,4,OJ seriously needs to get it together ..karma is a bitch though caught up to him~,0,1,0.525
13809,2,"and another one &#8220;@07Cannon: Two hoes? RT ""@xoxo_imaunicorn: y'all know what we are?! &#128514;&#128514;"" http://t.co/XI5Aod1FAo&#8221;",0,1,0.575
13827,2,but tequila lures me in...then bitch slaps me silly. Last night there was NONE of that.,0,1,0.68
13857,1,it's ok to bitch. Just be as quick to post good stuff too. Life is too great to just focus on the bad shit.,0,1,0.735
13883,1,&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca,0,1,0.655
13913,4,"Sometimes, even I gotta tell these hoes to grow up smh",0,1,0.835
14019,5,"All my young boys round me saying ""get money and really these hoes""",0,1,0.585
14045,5,Happy Birthday Zarlom. You're my favorite cunt.,0,1,0.52
14055,2,damn it!,0,1,0.635
14178,4,At pussy cat lounge killin it with my girlz @blaqdior and @hpmiss,0,1,0.825
14252,1,ok bitch update this status asap!!! Ya digg!! See u on facebook love! :),0,1,0.82
14278,4,That's really too bad. But don't let one silly bitch spoil your vibes. Keep catching the melonheads. :),0,1,0.745
14449,1,"The ""That's 'Smart Bitch' To You"" one.",0,1,0.79
14656,1,man fuck the urine. the onlky way to live life is to shoot some jap bitch in the ass with an automatic airsoft rifle,0,1,0.735
14668,2,My flow retarded &#128526;,0,1,0.66
14669,3,im sorry bro. Fuck that bitch.,0,1,0.855
14689,1,(avec un retard de 5 heures) Bonjour Semio!,0,1,0.55
14713,2,If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate,0,1,0.72
14729,3,define what a bitch is haha,0,1,0.735
14733,5,Ok dis weak iz no good. Booked all morning wit srs naps den runch wiff dat bitch miss muggles. Howes next week?,0,1,0.785
14780,5,good call Boo Bitch Boo x2 Dumb ass plaxico,0,1,0.89
14784,1,"I would bitch about the weather being bipolar, but I'm just gonna appreciate how nice it is instead",0,1,0.685
14990,3,such a pretty pussy have :),0,1,0.895
15059,3,Hahahaha really pussies @kevinlove @KingJames @cavs,0,1,0.705
15091,4,Did you just call your mum a cunt? :O,0,1,0.55
15271,5,that's good.....I reallllly need more RAM but saving money is a bitch.,0,1,0.68
15375,2,stop being a pussy. you look hot.,0,1,0.905
15423,2,Oh Thanks for signing off on me Queen Rude-Bitch D:,0,1,0.81
15553,2,Money hungry hoes they can never get a crumb,0,1,0.835
15590,4,I just got called a bitch. LMAO! Is there something you hate being called?,0,1,0.74
15648,5,yeah i'm on it Mr. don't return calls for a christmas gift...and times are hard bitch..t-mobile can wait!,0,1,0.74
15751,5,Damn you I ended up ordering the damn Galactus MM I hope you are happy. When my wife bitches at me I am blaming you.,0,1,0.635
15779,2,Yeah. it was a joke because of people saying Bob's 'cunt' wasn't a form of art. Arts what you make it. Even if it's gross food.,0,1,0.54
15987,2,nahh I'm a normal bitch :p / i love you too& ehh I give upp!,0,1,0.73
16037,1,After three months of walking down the hall to the desk in the living room I'm completely spoiled! LOL 108 miles a day is a bitch!,0,1,0.62
16125,1,RT @LiveAndUncut: When I say Tainted I don't necessarily mean hoe or scandalous. It could be a number of things.,0,1,0.605
16209,2,I fukin called ya white pussy gammon ass like 2times smh...I juss got ofa work now...ima head by u,0,1,0.75
16402,3,People who don't put their blinkers on seriously just need to crash into a pole or something &#128548; #moveoutmyway#bitch,0,1,0.7
16452,5,Up early then a bitch driving to denton omg can I move already,0,1,0.8
16699,5,"""its like it was a dream""....fag.",0,1,0.525
16710,5,we all need to be a bitch sometimes not a bad thing lol,0,1,0.805
16795,1,penn and teller pussy?,0,1,0.875
